OBJECTID,fpbFtrID,fpbLong,fpbLat,fpbSiteID,fpbRevDt,fpbOFtrID,fpbONm,fpbOSiteID,fpbLocMd,fpbLocAccu,fpbLocDt,fpbFtrTy,fpbFtrNm,fpbRmvDt,fpbMltFtr,fpbFPasSta,fpbStaEvDt,fpbStaEvMd,fpbFySta,fpbFyCrit,fpbCrdDesc,Permanent_Identifier,ReachCode,Measure,EventDate,ReachSMDate,ReachResolution,fpbStrNm,fpbRdID,fpbRdMile,fpbRdNm,fpbLocONm,fpbFtrSTy,fpbFtrNmSr,fpbHeight,fpbLength,fpbWidth,fpbSlope,fpbDrop,fpbOrYr,fpbModDt,fpbModTy,fpbModDesc,fpbDesONm,fpbOwn,fpbLOwn,fpbOperate,fpbFyOwn,fpbOwnTy,fpbLOwnTy,fpbOwnONm,fpbFyTy,fpbFySTy,fpbFyOrYr,fpbFPasONm,fpbLocMdD,fpbFtrTyD,fpbFtrSTyD,fpbEvMdFAD,fpbEvMdPAD,fpbFyTyD,fpbOwnTyD,fpbLOwnTyD,fpbComment,fpbStrID,fpbStrMeas,OWEB_status,OWEB_userid,GlobalID,PriorityGroup
27662,29472,-123.6060394,42.27908846,29472,20141027,1236089422766010008,ODFW,1236089422766010008,DigDerive,400,20080910,Dam,Unknown,,no,Partial,20080910,OtherPartialAssess,None,,"Approximate location of barrier feature. Original scale 1:100,000.",{30679AF4-3ED2-43D8-9721-9E8D4B2627A5},17100311007692,17.312,2015-07-10T13:01:30.000,2012-02-20T00:00:00.000,2,Draper Creek,,,,same,,,4.199999809,2,,260,,,,,,same,,,,,,,,,,,same,,Step structure,,,Professional judgment,,,,H: 1.30 M,1236089422766,0.239,,,{38A46994-D781-4865-BF39-926CF02A4DB8},
27664,28270,-122.5501841,42.41606556,28270,20141027,1225539424130010016,ODFW,1225539424130010016,DigDerive,400,19970618,Dam,Unknown,,no,Partial,19970618,OtherPartialAssess,None,,"Approximate location of barrier feature. Original scale 1:100,000.",{3E61D9C4-ADF1-40C9-8493-37FA587E0CB6},17100307006054,56.449,2015-07-10T13:01:30.000,2012-02-25T00:00:00.000,2,Wasson Canyon,,,,same,,,5.199999809,1.600000024,,320,,,,,,same,,,,,,,,,,,same,,,,,Professional judgment,,,,H = 1.6 DAM FOR IRRIGATION DITCH,1225539424130,0.382,,,{4C75F36B-D084-4891-A791-177AA94FFD42},
27665,28271,-122.5501243,42.41615823,28271,20141027,1225539424130010018,ODFW,1225539424130010018,DigDerive,400,19970618,Dam,Unknown,,no,Partial,20120510,OtherPartialAssess,None,,"Approximate location of barrier feature. Original scale 1:100,000.",{92FC5BA0-0977-45E8-A277-DAFCA79B652A},17100307006054,58.18,2015-07-10T13:01:30.000,2012-02-25T00:00:00.000,2,Wasson Canyon,,,,same,,,6.599999905,3.299999952,,200,,,,,,same,,,,,,,,,,,same,,,,,Professional judgment,,,,"(U.16-19), H = 2.0 DAM FOR IRRIGATION",1225539424130,0.39,,,{1956AFAB-33DB-4CBC-B2FB-87C1887D0F60},
27666,25729,-122.6908841,44.72653787,25729,20141027,1229666446777020022,ODFW,1229666446777020022,DigDerive,700,19920817,Dam,Unknown,,no,UnkAnad,,NA,None,,"Approximate location of barrier feature. Original scale 1:100,000.",{E12DA872-3F6A-4D7C-BC4B-DD66CDDDC16A},17090006000297,9.562,2015-07-10T13:01:30.000,2012-02-23T00:00:00.000,2,Thomas Creek,,,,same,DamSeasonal,,,3.299999952,,26,,,,,,same,,,,,,,,,,,same,,,,,,,,,COBBLE DAM,1229666446777,29.5,,,{10165936-083F-453A-A09A-589E42B86283},
29598,32639,-121.989041,42.65477182,32639,20141027,WR814,ODFW,WR814,FieldGPS,100,20041109,Dam,Unknown,,no,Partial,20111215,OtherPartialAssess,NeedsMaint,,,{E81E2DFC-20B5-40F2-A221-CEFE39B5BCED},18010203001891,45.383,2015-07-10T13:01:35.000,2012-02-27T00:00:00.000,0,Wood River,,,,same,,,,,,,,,,,,,Thomas Hawkins,,,,Private,,same,,,,same,,,,,Professional judgment,,,,"Originator feature ID, fpbOFtrID, refers to the 'Klamath Basin Fish Screen Inventory, Wood River Subbasin'  location ID, data  and report prepared for ODFW by Craven Consulting, 2004.",1219445425983,10.533,,,{A2BCD1C6-07B7-482E-BB88-6E682C5BF512},
29599,32640,-121.9903889,42.72297221,32640,20190805,WR1792,ODFW,WR1792,FieldGPS,100,20041109,Dam,Melhase Diversion Dam,,no,Passable,20111215,OtherPartialAssess,NeedsMaint,,,{479065B8-1B71-44D1-BE27-45E82DDB050E},18010203001867,4.469,2019-08-05T16:11:43.000,2012-02-27T00:00:00.000,0,Wood River,,,,same,,,,,,,,,,,,,Jacob D Wood,,,,Private,,same,,,,same,,,,,Professional judgment,,,,"Original record based on 'Klamath Basin Fish Screen Inventory, Wood River Subbasin' report prepared for ODFW by Craven Consulting, 2004. As of August 2019, the site has been screened and no longer presents a partial barrier to fish passage",1219445425983,26.286,,,{02E35EB6-89E7-4279-9ECD-6B65BA3038D4},
29600,32641,-121.9979944,42.72370071,32641,20141202,AC60,ODFW,AC60,FieldGPS,100,20041109,Dam,Unknown,,no,Partial,20111215,OtherPartialAssess,None,,,{99F2B06C-EE3D-418C-A6B7-807810E6F00F},18010203002107,33.959,2019-09-30T13:40:33.000,2012-02-27T00:00:00.000,2,Annie Creek,,,,same,,,,,,,,,,,,,Jacob D Wood,,,,Private,,same,,,,same,,,,,Professional judgment,,,,"Originator feature ID, fpbOFtrID, refers to the 'Klamath Basin Fish Screen Inventory, Wood River Subbasin'  location ID, data  and report prepared for ODFW by Craven Consulting, 2004.",1219896427215,2.917,,,{818824AB-4D20-40B7-B7D9-B7A3995D1F6D},Group 9
29601,32642,-122.0065412,42.73351524,32642,20141202,AC172,ODFW,AC172,FieldGPS,100,20041109,Dam,Unknown,,no,Partial,20111215,OtherPartialAssess,None,,,{29378886-E257-46E1-9E88-492E6974B0FB},18010203002068,86.138,2015-07-10T13:01:35.000,2012-02-27T00:00:00.000,2,Annie Creek,,,,same,,,,,,,,,,,,,Henry Loosley,,,,Private,,same,,,,same,,,,,Professional judgment,,,,"Originator feature ID, fpbOFtrID, refers to the 'Klamath Basin Fish Screen Inventory, Wood River Subbasin'  location ID, data  and report prepared for ODFW by Craven Consulting, 2004.",1219896427215,4.714,,,{854D9866-C803-4C2D-95A3-42FEAA507CF9},
29602,32643,-122.0492559,42.7530616,32643,20141027,AC492,ODFW,AC492,FieldGPS,100,20041109,Dam,Unknown,,no,Partial,20111215,OtherPartialAssess,None,,,{CFCC08D6-7319-4C82-99D1-92E186F94AA1},18010203001158,99.847,2015-07-10T13:01:35.000,2012-02-27T00:00:00.000,0,Annie Creek,,,,same,,,,,,,,,,,,,Meadows Drainage District,,,,,,same,,,,same,,,,,Professional judgment,,,,"Originator feature ID, fpbOFtrID, refers to the 'Klamath Basin Fish Screen Inventory, Wood River Subbasin'  location ID, data  and report prepared for ODFW by Craven Consulting, 2004.",1219896427215,9.869,,,{5E820587-3D9C-4782-9095-ECDD25580AD2},
29603,32644,-122.0580095,42.76346158,32644,20141027,AC571,ODFW,AC571,FieldGPS,100,20041109,Dam,Unknown,,no,Partial,20111215,OtherPartialAssess,None,,,{182E5BE8-A8BB-4715-9B64-BDA07C3AF75E},18010203000019,12.439,2015-07-10T13:01:35.000,2012-02-27T00:00:00.000,0,Annie Creek,,,,same,,,,,,,,,,,,,State of Oregon Department of Forestry,,,,State,,same,,,,same,,,,,Professional judgment,,,,"Originator feature ID, fpbOFtrID, refers to the 'Klamath Basin Fish Screen Inventory, Wood River Subbasin'  location ID, data  and report prepared for ODFW by Craven Consulting, 2004.",1219896427215,11.514,,,{31676C1B-AAAD-4E48-8F09-FA4689F1634D},
29604,32648,-122.0393074,42.64021243,32648,20190621,SVNC539,ODFW,SVNC539,FieldGPS,100,20041109,Dam,Unknown,,no,Passable,20111215,OtherPartialAssess,NeedsMaint,,,{D57F437D-3988-46D9-8661-19AD101E6951},18010203000600,1.969,2019-06-21T15:19:33.000,2012-02-27T00:00:00.000,2,Sevenmile Canal,,,,same,DamSeasonal,,,,,,,,,,,,,,,,,,same,FullSpanning,FlSpanRoughChan,,same,,,,,Professional judgment,,,,"Irrigation diversion operated from May-Nov; old steep pass fish ladder. Originator FtrID, fpbOFtrID, refers to 'Klamath Basin Fish Screen Inventory, Wood River Subbasin'  location and data  prepared for ODFW by Craven Consulting, 2004.",1219525425737,10.432,,,{8F758EC1-7935-464D-87DF-FC22B4D2A9CC},
29605,32649,-122.073617,42.66927065,32649,20141205,SVNC853,ODFW,SVNC853,FieldGPS,100,20041109,Dam,Unknown,,no,Passable,20111215,OtherPartialAssess,FuncOkay,,,{38C20BC7-BAA1-4198-AFB3-8CCB918EC957},18010203001201,97.428,2015-07-10T13:01:35.000,2012-02-27T00:00:00.000,0,Sevenmile Creek,,,,same,,,,,,,,,,,,,Crystal Partners LLC,,,,Private,,same,,,,same,,,,,Professional judgment,,,,"Originator feature ID, fpbOFtrID, refers to the 'Klamath Basin Fish Screen Inventory, Wood River Subbasin'  location ID, data  and report prepared for ODFW by Craven Consulting, 2004.",1220516426463,3.84,,,{DE8C4697-62FF-4285-9C28-4C136660AB36},
29606,32651,-122.0733056,42.69958333,32651,20141027,SVNC1351,ODFW,SVNC1351,FieldGPS,100,20041109,Dam,Unknown,,no,Partial,20111215,OtherPartialAssess,NeedsMaint,,,{7C45CAE0-3081-4382-8852-723050836335},18010203000038,68.986,2015-07-10T13:01:35.000,2012-02-27T00:00:00.000,0,Sevenmile Creek,,,,same,,,,,,,,,,,,,JaCox Ranches Oregon LTD,,,,Private,,same,,,,same,,,,,Professional judgment,,,,"Originator feature ID, fpbOFtrID, refers to the 'Klamath Basin Fish Screen Inventory, Wood River Subbasin'  location ID, data  and report prepared for ODFW by Craven Consulting, 2004.",1220516426463,11.866,,,{8420F53E-6028-4AEA-B592-0183A6A479E6},
29607,32652,-122.0784649,42.7195579,32652,20141205,SVNC1553,ODFW,SVNC1553,FieldGPS,100,20041109,Dam,Unknown,,no,Passable,20111215,OtherPartialAssess,FuncOkay,,,{9222216D-8C30-4276-B114-54D17EFB299A},18010203000038,99.966,2015-07-10T13:01:35.000,2012-02-27T00:00:00.000,0,Sevenmile Creek,,,,same,,,,,,,,,,,,,,,,,,,same,,,,same,,,,,Professional judgment,,,,"Originator feature ID, fpbOFtrID, refers to the 'Klamath Basin Fish Screen Inventory, Wood River Subbasin'  location ID, data  and report prepared for ODFW by Craven Consulting, 2004.  Bypass channel for fish.",1220516426463,15.082,,,{108086B5-CBA8-4693-9DC7-6A5E641B5007},
29610,32657,-117.9505829,45.49628174,32657,20141027,LaG_1_20120120,ODFW,LaG_1_20120120,FieldQuad,250,20120120,Dam,Unknown,,no,Partial,20111230,OtherPartialAssess,None,,,{89B732A0-24A5-4CE3-9E3D-B0AE4E03BB3A},17060104002370,69.257,2019-09-30T13:40:33.000,2012-02-22T00:00:00.000,0,Willow Creek side channel,,,,same,DamPermanent,,6,,,,,,,,,same,,,,,Private,,same,,,,same,,,,,,,,,,1179505454945,0.35,,,{8FCE772B-1E59-4F19-8F23-4ECFE6811553},Group 3
29614,32663,-118.2625609,44.51507188,32663,20141027,LaG_7_20120120,ODFW,LaG_7_20120120,ProfJudge,250,20120120,Dam,Unknown,,no,Partial,20111230,OtherPartialAssess,None,,,{12D16B2B-34F5-47B5-A8B0-F98037FA6291},17050202001191,90.881,2019-09-30T13:40:33.000,2013-09-11T15:10:21.000,0,Middle Fork Burnt River,,,,same,DamSeasonal,,,,,,,,,,,same,,,,,Private,,same,,,,same,,,,,,,,,,1181965445059,6.17,,,{715FBA5D-5BC9-445E-9927-475B903666B0},Group 14
29615,32664,-118.2550984,44.65253713,32664,20141027,LaG_8_20120120,ODFW,LaG_8_20120120,ProfJudge,250,20120120,Dam,Unknown,,no,Blocked,20111230,OtherPartialAssess,None,,,{930EFB07-B088-4501-9259-BB89C0926F41},17050202000449,56.936,2019-09-30T13:40:33.000,2012-02-21T00:00:00.000,0,Trout Creek,,,,same,DamPermanent,,,,,,,,,,,same,,,,,Private,,same,,,,same,,,,,,,,,,1182793446403,2.437,,,{AFC62ABE-BAD9-40F7-9289-31D43D6E850B},Group 16
29616,32665,-117.9112742,44.48887859,32665,20141027,LaG_9_20120120,ODFW,LaG_9_20120120,ProfJudge,250,20120120,Dam,Unknown,,no,Partial,20111230,OtherPartialAssess,None,,,{B82DC7A1-D338-4E23-AF48-DF46D6164F20},17050202000127,44.095,2019-09-30T13:40:33.000,2012-02-21T00:00:00.000,0,Burnt River,,,,same,DamSeasonal,,3,,,,,,,,,same,,,,,Private,,same,,,,same,,,,,,,,,,1172299443641,95.451,,,{9385B1B3-91CA-4785-B0D8-DBA29622CAF4},Group 8
29617,32666,-117.9046694,44.49117264,32666,20141027,LaG_10_20120120,ODFW,LaG_10_20120120,ProfJudge,250,20120120,Dam,Unknown,,no,Partial,20111230,OtherPartialAssess,None,,,{C25B78FE-CC9B-4D2E-AD2B-135B95340DC7},17050202000127,9.508,2019-09-30T13:40:33.000,2012-02-21T00:00:00.000,0,Burnt River,,,,same,DamSeasonal,,4,,,,,,,,,same,,,,,Private,,same,,,,same,,,,,,,,,,1172299443641,94.827,,,{7BFAA511-81C5-4658-9107-9353D4EFD83F},Group 8
29618,32669,-117.9611961,44.99937824,32669,20141027,LaG_13_20120120,ODFW,LaG_13_20120120,ProfJudge,250,20120120,Dam,Unknown,,no,Partial,20111230,OtherPartialAssess,None,,,{825DF0B3-FB82-4A3D-8672-3CA0D9AB5506},17050203000263,48.583,2015-07-10T12:59:24.000,2012-02-21T00:00:00.000,0,North Powder River,,,,same,DamSeasonal,,,,,,,,,,,same,,,,,Private,,same,,,,same,,,,,,,,,,1178956450385,7.698,,,{82E1323B-9E2D-45F0-8C9E-4EA616DC574C},
29619,32671,-118.0242582,45.00211077,32671,20141205,LaG_15_20120120,ODFW,LaG_15_20120120,ProfJudge,250,20120120,Dam,Unknown,,no,Partial,20111230,OtherPartialAssess,None,,,{0248B88B-5DA4-43C4-AE3B-94A456A2980A},17050203000265,1.882,2019-09-30T13:40:33.000,2012-02-21T00:00:00.000,0,North Powder River,,,,same,DamSeasonal,,,,,,,,,,,same,,,,,Private,,same,,,,same,,,,,,,,,,1178956450385,13.232,,,{BCAE8867-922E-4570-BB18-69763A05CDA3},Group 12
29620,32672,-117.9334872,45.04276259,32672,20141027,LaG_16_20120120,ODFW,LaG_16_20120120,ProfJudge,250,20120120,Dam,Unknown,,no,Partial,20111230,OtherPartialAssess,None,,,{54073389-7F05-4284-95C7-1876E82F666D},17050203000248,69.841,2019-09-30T13:40:33.000,2012-02-21T00:00:00.000,0,Wolf Creek,,,,same,DamSeasonal,,,,,,,,,,,same,,,,,Private,,same,,,,same,,,,,,,,,,1178944450439,3.722,,,{ED3CE170-EB78-4D1B-9BAF-8167C773D151},Group 15
29621,32675,-117.4736589,45.06919615,32675,20141027,LaG_19_20120120,ODFW,LaG_19_20120120,ProfJudge,250,20120120,Dam,Unknown,,no,Partial,20111230,OtherPartialAssess,None,,,{737F512E-D509-4E12-8611-E5BA2AC6D7DF},17050203000127,19.817,2019-09-30T13:40:33.000,2012-02-21T00:00:00.000,0,West Eagle Creek,,,,same,DamSeasonal,,,,,,,,,,,same,,,,,Private,,same,,,,same,,,,,,,,,,1174544450192,6.702,,,{68BD2B29-F457-4123-8B86-6CA4E9814AB6},Group 15
29622,32676,-117.0821685,44.86177899,32676,20141027,LaG_20_20120120,ODFW,LaG_20_20120120,ProfJudge,250,20120120,Dam,Unknown,,no,Partial,20111230,OtherPartialAssess,None,,,{A66F9D4C-E54B-4CA3-97CD-962A7385D6CA},17050201000103,26.958,2019-09-30T13:40:33.000,2012-02-19T00:00:00.000,0,Pine Creek,,,,same,DamSeasonal,,,,,,,,,,,same,,,,,Private,,same,,,,same,,,,,,,,,,1168539449735,30.458,,,{AFA5DF5A-731F-4203-850C-F10B6BD71364},Group 9
29623,32678,-118.0028077,45.05091689,32678,20141027,LaG_22_20120120,ODFW,LaG_22_20120120,ProfJudge,250,20120120,Dam,Unknown,,no,Partial,20111230,OtherPartialAssess,None,,,{C42C0EC4-2349-47DB-A8E2-6707C4C34A05},17050203000250,82.07,2019-09-30T13:40:33.000,2012-02-21T00:00:00.000,0,Wolf Creek,,,,same,DamSeasonal,,,,,,,,,,,same,,,,,Private,,same,,,,same,,,,,,,,,,1178944450439,9.866,,,{63275F03-85A9-4F0A-BB97-9C8B29C0F6B5},Group 14
29624,32679,-118.0812188,44.99474026,32679,20141027,LaG_23_20120120,ODFW,LaG_23_20120120,ProfJudge,250,20120120,Dam,Unknown,,no,Partial,20111230,OtherPartialAssess,None,,,{B5CE7E4B-1B7F-4C5A-88A0-D446F128744B},17050203000293,0.316,2019-09-30T13:40:33.000,2012-02-21T00:00:00.000,0,North Powder River,,,,same,DamSeasonal,,,,,,,,,,,same,,,,,Private,,same,,,,same,,,,,,,,,,1178956450385,19.349,,,{46B47B33-2057-4E55-9CA0-FE7C3E317E7D},Group 15
29628,32686,-120.3320164,45.05923091,32686,20141027,JD_20_20120120,ODFW,JD_20_20120120,FieldQuad,200,20120120,Dam,Unknown,,no,Blocked,20120117,OtherPartialAssess,None,,,{C90F520D-A01F-4AB8-B0A3-5EF029C07057},17070204000846,0.229,2019-09-30T13:40:33.000,2012-02-22T00:00:00.000,0,North Fork Butte Creek,,,,same,,,,,,,,,,,,same,,,,,,,,,,,same,,,,,Professional judgment,,,,Dam near the mouth is a complete barrier.,1203318450593,0.006,,,{EC9F4F94-FA5C-4938-A64E-8B30C2931706},Group 1
29631,32693,-120.719122,44.46253663,32693,20141027,Desch_1_20120120,ODFW,Desch_1_20120120,DigDerive,400,20120409,Dam,Unknown,,no,Partial,20120120,OtherPartialAssess,None,,,{E65492FE-F583-4F30-8645-462C8B5B9201},17070305000144,94.992,2019-09-30T13:40:33.000,2012-02-22T00:00:00.000,0,McKay Creek,,,,same,DamPermanent,,,,,,,,,,,same,,,,,Private,,,,,,same,,,,,,,,,Private pond,1208992443269,23.04,,,{30C13B58-E58D-4CF6-9B14-293B28A1FC8C},Group 5
29633,32723,-122.6982607,44.48508877,32723,20141027,MidWill_1_2-006,ODFW,MidWill_1_2-006,FieldGPS,100,20111200,Dam,Unknown,,no,Unknown,20120120,OtherPartialAssess,None,,,{6EDDF4E4-4705-4B27-B63E-4BB59EE97EE8},17090006012448,0.007,2015-07-10T12:58:40.000,2012-02-23T00:00:00.000,0,Billy Creek,,,,same,DamPermanent,,,,,,,,,,,same,,,,,,Private,,,,,same,,,,,,,,,,1227242445016,2.818,,,{635C28D7-32ED-43C8-A0E5-8D0AFB9DB931},
29634,32728,-123.8608366,45.25416352,32728,20141027,NCoast_4_20120120,ODFW,NCoast_4_20120120,DigDerive,400,20120411,Dam,Unknown,,no,Partial,20120120,OtherPartialAssess,None,,,{DB8E60C5-4800-43E2-89FC-D376621F901C},17100203000275,32.839,2019-09-30T13:40:33.000,2012-02-24T00:00:00.000,0,Farmer Creek,,,,same,DamPermanent,,3,,,,,,,,,same,,,,,Private,,same,,,,same,,,,,,,,,Water drops onto mostly bedrock. Provides water for private trout pond.,1238468452519,1.197,,,{F740C13C-7C7C-4F99-A8DC-3AF15634BE43},Group 6
29637,32732,-123.1920298,45.85950182,32732,20141027,NCoast_1_20120120,ODFW,NCoast_1_20120120,DigDerive,300,20120411,Dam,Unknown,,no,Partial,20110000,OtherPartialAssess,None,,,{4AE3B39E-0A1B-46A7-9022-9EA74291A42E},17100202000127,2.159,2019-09-30T13:40:33.000,2012-02-24T00:00:00.000,0,Rock Creek,,,,same,DamSeasonal,,,,,,,,,,,same,City of Vernonia,,,,City,,same,,,,same,,,,,,,,,Wooden dam instlled each summer to create a swimming hole. Summer barrier for all species including Summer Chinook,1231904458549,0.54,,,{7FFDABE7-3AD6-4A1B-8A92-613186C540F8},Group 2
29638,32733,-124.2046124,43.51007184,32733,20141027,Coos_2_20120120,ODFW,Coos_2_20120120,FieldQuad,150,20120411,Dam,Unknown,,no,Blocked,20110000,OtherPartialAssess,None,,,{5C6EEB3D-9C4E-41DD-99ED-1F4C073F2B00},17100304000830,63.935,2019-09-30T13:40:35.000,2013-09-13T17:06:59.000,0,Unnamed trib to North Slough,,,,same,DamPermanent,,,,,,,,,,,same,,,,,,,,,,,same,,,,,,,,,,1241993435061,0.591,,,{774789E4-6675-43BF-AEFF-76E997C35D63},Group 14
29645,32745,-124.4623812,42.77094969,32745,20141201,SCoast_4_20120120,ODFW,SCoast_4_20120120,FieldGPS,200,20120411,Dam,Unknown,,no,Partial,20120120,OtherPartialAssess,NeedsMaint,,,{777CDDD0-193A-4266-A7A9-28DFD08C5394},17100306001564,16.705,2015-07-10T12:59:24.000,2012-02-25T00:00:00.000,2,Bagley Creek,,,,same,DamPermanent,,,,,,,,,,,same,,,,,,,,Other,,,same,,,,,,,,,"Fire pond, 4-step ladder at outlet provides limited passage for steelhead, no passage for coho",1244595427717,0.372,,,{FA8D15DE-B4B3-42A4-A88E-50D98D726EFE},
29648,32749,-124.3919545,42.61152693,32749,20141027,SCoast_7_20120120,ODFW,SCoast_7_20120120,FieldGPS,200,20120411,Dam,Unknown,,no,Partial,20120120,OtherPartialAssess,None,,,{174F6229-C9FD-41FC-9F96-4E2102E6B013},17100306000329,6.82,2019-09-30T13:40:36.000,2012-02-25T00:00:00.000,0,Unnamed trib to Mussel Creek,,,,same,DamPermanent,,,,,,,,,,,same,,,,,,,,,,,same,,,,,,,,,"Unpermitted diversion dam on tributary of Mussel Creek blocks most cutthroat, steelhead passage",1243916426126,0.214,,,{AA2B58F4-015D-4AEB-93F2-5A7112689B37},Group 16
29655,32760,-119.8029859,44.86694731,32760,20141027,JD_17_20120120,ODFW,JD_17_20120120,FieldQuad,200,20120112,Dam,Unknown,,no,Partial,20120117,OtherPartialAssess,None,,,{B467C69F-D4DC-49F7-A1F9-09A19DDC7F33},17070204000422,45.039,2019-09-30T13:40:36.000,2012-02-22T00:00:00.000,0,Kahler Creek,,,,same,DamPermanent,,,,,,,,,,,same,,,,,,,,,,,same,,,,,,,,,Pond/culvert,1198217448330,6.507,,,{B8254969-1795-41C7-A3AB-05FD2E55BBD0},Group 3
29656,32761,-119.7951029,44.87303297,32761,20141027,JD_18_20120120,ODFW,JD_18_20120120,FieldQuad,200,20120112,Dam,Unknown,,no,Partial,20120117,OtherPartialAssess,None,,,{1AB981F4-D6D6-4051-899E-020E902997C4},17070204000423,16.431,2019-09-30T13:40:36.000,2012-02-22T00:00:00.000,0,Kahler Creek,,,,same,DamPermanent,,,,,,,,,,,same,,,,,,,,,,,same,,,,,,,,,Pond/culvert,1198217448330,7.647,,,{76C790CF-E32A-4032-BE34-B1364286AA8A},Group 3
29658,32763,-119.1195697,44.73488299,32763,20141027,JD_16_20120120,ODFW,JD_16_20120120,FieldQuad,200,20120101,Dam,Unknown,,no,Blocked,20120117,OtherPartialAssess,None,,,{FE92117F-E296-46A3-9C4D-065E83E317AC},17070203000288,95.18,2019-09-30T13:40:36.000,2012-02-22T00:00:00.000,0,Paul Creek,,,,same,DamPermanent,,7,,,,,,,,,same,,,,,,,,,,,same,,,,,,,,,Irrigation dam,1191155447406,0.703,,,{03BE7DA6-7666-47DE-80B4-7BA5B55C3490},Group 5
29664,32783,-121.9324877,42.61989275,32783,20141027,Klam_8_20120120,ODFW,Klam_8_20120120,FieldQuad,250,20120120,Dam,Unknown,,no,Blocked,20120120,OtherPartialAssess,None,,,{4D278257-71E6-4469-A134-96BC865A0FAF},18010203000087,33.026,2019-09-30T13:40:36.000,2014-03-13T10:46:47.000,0,Agency Creek,,,,same,DamPermanent,,,,,,,,,,,same,,,,,,,,,,,same,,,,,,,,,,1219413426190,0.985,,,{F3B81175-54F5-416A-83CE-03DE9E841B84},Group 16
29665,32784,-122.020467,42.76909101,32784,20190621,Klam_28_20120120,ODFW,Klam_28_20120120,FieldQuad,250,20120120,Dam,Unknown,,no,Passable,20120120,OtherPartialAssess,None,,,{56E709D6-898A-479F-AF4C-241A2A6C0B22},18010203002136,72.397,2019-06-21T15:19:41.000,2012-02-27T00:00:00.000,0,Sun Creek,,,,same,DamPermanent,,,,,,,,,,,same,,,,,,,,FullSpanning,FlSpanRoughChan,,same,,,,,,,,,Barrier constructed to secure bull trout population from brook and brown trout invasion,1220087427344,4.235,,,{9CA2FF2C-30F8-4DFC-AC7E-27F8F37FDD96},
29666,32785,-122.0188906,42.76471547,32785,20190621,Klam_27_20120120,ODFW,Klam_27_20120120,FieldQuad,250,20120120,Dam,Unknown,,no,Passable,20120120,OtherPartialAssess,None,,,{36906331-1ADC-4A4F-B782-391E103AB4B4},18010203002136,31.987,2019-06-21T15:19:41.000,2012-02-27T00:00:00.000,0,Sun Creek,,,,same,DamPermanent,,,,,,,,,,,same,,,,,,,,FullSpanning,FlSpanRoughChan,,same,,,,,,,,,Barrier constructed to secure bull trout population from brook and brown trout invasion,1220087427344,3.698,,,{C3724F2C-83F6-48C8-95FC-47A97BBD735F},
29667,32787,-122.0748653,42.69435293,32787,20141027,Klam_26_20120120,ODFW,Klam_26_20120120,FieldQuad,250,20120120,Dam,Unknown,,no,Blocked,20120120,OtherPartialAssess,None,,,{02DD6305-519E-4134-952A-323CADAF41E4},18010203002109,100,2019-09-30T13:40:36.000,2012-02-27T00:00:00.000,0,Blue Springs Creek,,,,same,DamPermanent,,,,,,,,,,,same,,,,,,,,,,,same,,,,,,,,,,1220737426945,0,,,{1A69E5D1-0943-4402-A97E-207F650D2364},Group 15
29669,32792,-122.0735745,42.64482521,32792,20141027,Klam_24_20120120,ODFW,Klam_24_20120120,FieldQuad,250,20120120,Dam,Unknown,,no,Blocked,20120120,OtherPartialAssess,None,,,{14B94638-16B6-4036-96F6-43EB80ABE390},18010203002064,5.795,2015-07-10T12:59:26.000,2012-02-27T00:00:00.000,0,Threemile Creek,,,,same,DamPermanent,,,,,,,,,,,same,,,,,,,,,,,same,,,,,,,,,Barrier constructed to secure bull trout population from brook trout invasion,1220659426418,0.572,,,{37C2F3B6-013A-4490-92F9-069F0664B8BB},
29670,32793,-122.075062,42.64322519,32793,20141027,Klam_23_20120120,ODFW,Klam_23_20120120,FieldQuad,250,20120120,Dam,Unknown,,no,Blocked,20120120,OtherPartialAssess,None,,,{E28D8D42-D1BE-4DAC-BBF8-908F821C7220},18010203002064,10.132,2015-07-10T12:59:26.000,2012-02-27T00:00:00.000,0,Threemile Creek,,,,same,DamPermanent,,,,,,,,,,,same,,,,,,,,,,,same,,,,,,,,,Barrier constructed to secure bull trout population from brook trout invasion,1220659426418,0.829,,,{6E96A7A2-979E-41CD-B5EF-12F3FCE6C527},
29673,32796,-122.0511298,42.61086014,32796,20141202,Klam_19_20120120,ODFW,Klam_19_20120120,FieldQuad,250,20120120,Dam,Unknown,,no,Partial,20120120,OtherPartialAssess,None,,,{460DFEB0-AEF7-4D19-9FFE-786E27B4FC7A},18010203001349,1.571,2015-07-10T13:01:35.000,2013-08-13T11:54:11.000,2,Fourmile Creek,,,,same,DamSeasonal,,,,,,,,,,,same,,,,,,,,,,,same,,,,,,,,,irrigation dam; Water Right Permit S46846,1220765425350,15.032,,,{3BA72163-CB3E-4A79-8C1E-9E2DCF49B95C},
